name,Type,Region,Zone
ChiefJoseph15,Hydro,BPAT,PNW
ChiefJoseph16,Hydro,BPAT,PNW
ChiefJoseph17,Hydro,BPAT,PNW
ChiefJoseph18,Hydro,BPAT,PNW
ChiefJoseph19,Hydro,BPAT,PNW
ChiefJoseph20,Hydro,BPAT,PNW
ChiefJoseph21,Hydro,BPAT,PNW
ChiefJoseph22,Hydro,BPAT,PNW
ChiefJoseph23,Hydro,BPAT,PNW
ChiefJoseph24,Hydro,BPAT,PNW
ChiefJoseph25,Hydro,BPAT,PNW
ChiefJoseph26,Hydro,BPAT,PNW
ChiefJoseph27,Hydro,BPAT,PNW
ChildrensHospital,Gas CT,CISD,CA
Chili_Bar_1,Hydro,CIPV,CA
China_Creek_1,Hydro,BCHA,CAN
China_Creek_2,Hydro,BCHA,CAN
ChinChute_Hydro,Hydro,AESO,CAN
ChinChute_Wind,Wind,AESO,CAN
Chino_Area_Agg,Biomass,CISC,CA
ChinoMinesCC-Total,Gas CC,PNM,NM
ChinoSolarValey,PV,AZPS,AZ
ChiquitaCanyon1,Biomass,CISC,CA
ChiquitaCanyon2,Biomass,LDWP,CA
Cholla_1,Coal,AZPS,AZ
Cholla_2,Coal,AZPS,AZ
Cholla_3,Coal,AZPS,AZ
Cholla_4,Coal,AZPS,AZ
Chowchilla2_01,Steam,CIPV,CA
Chowchilla2_02,Steam,CIPV,CA
Chowchilla2_03,Steam,CIPV,CA
Chowchilla2_04,Steam,CIPV,CA
Chowchilla2_05,Steam,CIPV,CA
Chowchilla2_06,Steam,CIPV,CA
Chowchilla2_07,Steam,CIPV,CA
Chowchilla2_08,Steam,CIPV,CA
Chowchilla2_09,Steam,CIPV,CA
Chowchilla2_10,Steam,CIPV,CA
Chowchilla2_11,Steam,CIPV,CA
Chowchilla2_12,Steam,CIPV,CA
Chowchilla2_13,Steam,CIPV,CA
Chowchilla2_14,Steam,CIPV,CA
Chowchilla2_15,Steam,CIPV,CA
Chowchilla2_16,Steam,CIPV,CA
ChristmasValley2,PV,BPAT,PNW
Chula_Vista,Gas CT,CISD,CA
CicloCmbMxclCC-Total,Gas CC,CISD,CA
Cimarron_Solar,PV,PNM,NM
Cipres1,Other,CFE,MX
CISC-OtherStorage01,Storage,CISC,CA
CISC-OtherStorage02,Storage,CISC,CA
CISC-OtherStorage03,Storage,CISC,CA
CISC-OtherStorage04,Storage,CISC,CA
CISC-OtherStorage05,Storage,CISC,CA
CISD-OtherStorage01,Storage,CISD,CA
CISD-OtherStorage02,Storage,CISD,CA
CISD-OtherStorage03,Storage,CISD,CA
CISD-OtherStorage04,Storage,CISD,CA
CISD-OtherStorage05,Storage,CISD,CA
CISD-OtherStorage06,Storage,CISD,CA
CISD-OtherStorage07,Storage,CISD,CA
CivicCenterCC-Total,CHP-QF,LDWP,CA
Clark_Canyon,Hydro,IPTV,PNW
Clark11,Gas CT,NEVP,NV
Clark12,Gas CT,NEVP,NV
Clark13,Gas CT,NEVP,NV
Clark14,Gas CT,NEVP,NV
Clark15,Gas CT,NEVP,NV
Clark16,Gas CT,NEVP,NV
Clark17,Gas CT,NEVP,NV
Clark18,Gas CT,NEVP,NV
Clark19,Gas CT,NEVP,NV
Clark20,Gas CT,NEVP,NV
Clark21,Gas CT,NEVP,NV
Clark22,Gas CT,NEVP,NV
ClarkMtn3,Gas CT,SPPC,NV
ClarkMtn4,Gas CT,SPPC,NV
Clear_Lake_CA,Hydro,CIPV,CA
Clear_Lake_ID,Hydro,IPMV,PNW
Clearwater1,Hydro,PACW,PNW
Clearwater2,Hydro,PACW,PNW
ClearwaterCC-Total,Gas CC,CISC,CA
ClearwaterPaper3,Biomass,AVA,PNW
ClearwaterPaper4,Biomass,AVA,PNW
Cloverbar_GT1,Gas CT,AESO,CAN
Cloverbar_GT2,Gas CT,AESO,CAN
Cloverbar_GT3,Gas CT,AESO,CAN
Clowhom_1,Hydro,BCHA,CAN
ClprRedSprings,Wind,SPPC,NV
ClrSpringsTrout,Hydro,IPMV,PNW
ClrwatrFishHtch,Hydro,BPAT,PNW
CMH_3_3,Other,AESO,CAN
Coachella_1,Gas CT,IID,CA
Coachella_2,Gas CT,IID,CA
Coachella_3,Gas CT,IID,CA
Coachella_4,Gas CT,IID,CA
Coalinga_25D1,CHP-QF,CIPV,CA
Coalinga_25D2,Gas CT,CIPV,CA
Coalinga_25D3,Gas CT,CIPV,CA
Coalinga_25D4,Gas CT,CIPV,CA
Coalinga_6C1,Gas CT,CIPV,CA
Coalinga_6C2,Gas CT,CIPV,CA
CoalingaCogen,CHP-QF,CIPV,CA
Coastal_Energy,Wind,BPAT,PNW
Cochrane_COC1,Hydro,NWMT,MT
Cochrane_COC2,Hydro,NWMT,MT
Coffin_Butte_1,Biomass,BPAT,PNW
Coffin_Butte_2,Biomass,BPAT,PNW
Coffin_Butte_3,Biomass,BPAT,PNW
Coffin_Butte_4,Biomass,BPAT,PNW
Coffin_Butte_5,Biomass,BPAT,PNW
CoGen2DRJohnson,Biomass,PACW,PNW
CogntrixAlamosa,PV,PSCO,COWY
Cold_Springs,Wind,IPTV,PNW
ColdCanyon1W3998,Biomass,CIPV,CA
Coleman_1,Hydro,CIPV,CA
Colgate_1,Hydro,CIPV,CA
Colgate_2,Hydro,CIPV,CA
Collierville1,Hydro,CIPV,CA
Collierville2,Hydro,CIPV,CA
Collins_Pine,Biomass,CIPV,CA
Colstrip_1,Coal,NWMT,MT
Colstrip_2,Coal,NWMT,MT
Colstrip_3,Coal,NWMT,MT
Colstrip_4,Coal,NWMT,MT
Colstrip_Energy,Coal,NWMT,MT
Colton_Plant,Biomass,CISC,CA
Columbia_Ridge1,Biomass,BPAT,PNW
Columbia_Ridge2,Biomass,BPAT,PNW
Columbia_Ridge3,Biomass,BPAT,PNW
Columbia_Ridge4,Biomass,BPAT,PNW
Columbia_Ridge5,Biomass,BPAT,PNW
Columbia_Ridge6,Biomass,BPAT,PNW
Columbia_Ridge7,Biomass,BPAT,PNW
Columbia_Ridge8,Biomass,BPAT,PNW
Columbia_Wind,Wind,BPAT,PNW
Columbia2,Nuclear,BPAT,PNW
ColusaCC-Total,Gas CC,CIPV,CA
com_cool_iid,DR,IID,CA
com_cool_ldwp,DR,LDWP,CA
com_cool_pge_bay,DR,CIPB,CA
com_cool_pge_vly,DR,CIPV,CA
com_cool_sce,DR,CISC,CA
com_cool_sdge,DR,CISD,CA
com_cool_smud,DR,BANC,CA
com_cool_tidc,DR,TIDC,CA
com_heat_iid,DR,IID,CA
com_heat_ldwp,DR,LDWP,CA
com_heat_pge_bay,DR,CIPB,CA
com_heat_pge_vly,DR,CIPV,CA
com_heat_sce,DR,CISC,CA
com_heat_sdge,DR,CISD,CA
com_heat_smud,DR,BANC,CA
com_heat_tidc,DR,TIDC,CA
Comanche_1,Coal,PSCO,COWY
Comanche_2,Coal,PSCO,COWY
Comanche_3,Coal,PSCO,COWY
CombieNorth,Hydro,CIPV,CA
CombieSouth1,Hydro,CIPV,CA
CombieSouth2,Hydro,CIPV,CA
CombieSouth3,Hydro,CIPV,CA
Combine_Hills,Wind,PACW,PNW
Condon_Wind1,Wind,BPAT,PNW
Condon_Wind2,Wind,BPAT,PNW
Conifex_Green,Biomass,BCHA,CAN
Conklin,Gas CT,AESO,CAN
ControlGorge1,Hydro,LDWP,CA
Coolidge01,Gas CT,SRP,AZ
Coolidge02,Gas CT,SRP,AZ
Coolidge03,Gas CT,SRP,AZ
Coolidge04,Gas CT,SRP,AZ
Coolidge05,Gas CT,SRP,AZ
Coolidge06,Gas CT,SRP,AZ
Coolidge07,Gas CT,SRP,AZ
Coolidge08,Gas CT,SRP,AZ
Coolidge09,Gas CT,SRP,AZ
Coolidge10,Gas CT,SRP,AZ
Coolidge11,Gas CT,SRP,AZ
Coolidge12,Gas CT,SRP,AZ
CoolwaterCC3-Total,Gas CC,CISC,CA
CoolwaterCC4-Total,Gas CC,CISC,CA
Copper_1,Gas CT,EPE,NM
Copper_Crossing,PV,SRP,AZ
CopperMtnPV10,PV,CISC,CA
CopperMtnPV2_1,PV,NEVP,NV
CopperMtnPV2_2,PV,NEVP,NV
CopperMtnPV2_3,PV,NEVP,NV
CopperMtnPV2_4,PV,NEVP,NV
CopperMtnPV2_5,PV,NEVP,NV
CopperMtnPV48_2,PV,NEVP,NV
CopperMtnPV48_3,PV,NEVP,NV
CopperMtnPV48_4,PV,NEVP,NV
CopperMtnPV48_5,PV,NEVP,NV
CopperMtnPV48_6,PV,NEVP,NV
CoramBrodie1,Wind,CISC,CA
CoramBrodie2Brookfld,Wind,CISC,CA
CorcoranSolarCSCA,PV,CIPV,CA
Corona_1,Hydro,CISC,CA
Corona_Cogen,CHP-QF,CISC,CA
Coronado_CO1,Coal,SRP,AZ
Coronado_CO2,Coal,SRP,AZ
Coronado1-1,Coal,SRP,AZ
CoronadoIsland,Gas CT,CISD,CA
Corra_Linn_1,Hydro,BCHA,CAN
Corra_Linn_2,Hydro,BCHA,CAN
Corra_Linn_3,Hydro,BCHA,CAN
Cosmo1,Biomass,BPAT,PNW
Cosmo2,Biomass,BPAT,PNW
Coso1_Navy1,Geothermal,CISC,CA
Coso2_Navy1,Geothermal,CISC,CA
Coso3_Navy1,Geothermal,CISC,CA
Coso4_Navy2,Geothermal,CISC,CA
Coso5_Navy2,Geothermal,CISC,CA
Coso6_Navy2,Geothermal,CISC,CA
Coso7_BLM,Geothermal,CISC,CA
Coso8_BLM,Geothermal,CISC,CA
Coso9_BLM,Geothermal,CISC,CA
Costco_1,PV,TEPC,AZ
CosumnesCC-Total,Gas CC,BANC,CA
Cotton_Center,PV,AZPS,AZ
Cottonwood_1,Hydro,CISC,CA
Cottonwood_2,Hydro,CISC,CA
Cougar_1,Hydro,BPAT,PNW
Cougar_2,Hydro,BPAT,PNW
CouleePump1-2,Other,BPAT,PNW
CouleePump3-4,Other,BPAT,PNW
CouleePump5-6,Other,BPAT,PNW
County_Line,Biomass,PSCO,COWY
CO-USAFA-Solar,PV,WACM,COWY
Cove_Fort,Geothermal,PAUT,UT
CoveHydro1,Hydro,CIPV,CA
Cow_Creek_1,Hydro,CIPV,CA
Cow_Creek_2,Hydro,CIPV,CA
Cowley_Ridge_1,Wind,AESO,CAN
Cowlitz_Falls1,Hydro,BPAT,PNW
Cowlitz_Falls2,Hydro,BPAT,PNW
Coyote_Creek_1,Hydro,CISC,CA
Coyote_Crest,Wind,BPAT,PNW
CoyoteCanyon,Biomass,CISC,CA
CoyoteSprgCC1-Total,Gas CC,PGE,PNW
CoyoteSprgCC2-Total,Gas CC,AVA,PNW
CPB_UASTP_1,PV,TEPC,AZ
CPeakPanochePkr,Gas CT,CIPV,CA
CPUC-CentrlValleyBio,Biomass,CIPV,CA
CPV-VacaStaCC-Total,Gas CC,CIPV,CA
Craig_1,Coal,WACM,COWY
Craig_2,Coal,WACM,COWY
Craig_3,Coal,WACM,COWY
CranberryCreekPower1,Hydro,BCHA,CAN
CranberryCreekPower2,Hydro,BCHA,CAN
CranberryCreekPower3,Hydro,BCHA,CAN
CranberryCreekPower4,Hydro,BCHA,CAN
Crane_Valley,Hydro,CIPV,CA
Creed_Energy,Gas CT,CIPB,CA
Crescent_Dunes,CSP,SPPC,NV
Cresta_1,Hydro,CIPV,CA
Cresta_2,Hydro,CIPV,CA
Crockett_Cogen,CHP-QF,CIPB,CA
Crosscut_CC5,Hydro,SRP,AZ
Crowsnest_Pass,Other,BCHA,CAN
Crystal_1,Hydro,WACM,COWY
CrystalSprings,Hydro,IPMV,PNW
CSP_APS_14226_SM14,CSP-TES,AZPS,AZ
CSP_APS_14226_SM2,CSP-TES,AZPS,AZ
CSP_APS_14226_OOS1,CSP-TES,AZPS,AZ
CSP_APS_14226_OOS2,CSP-TES,AZPS,AZ
CSP_SC2_EPE_11080,CSP-TES,EPE,NM
CSP_SC2_PNM_10294,CSP-TES,PNM,NM
CSP_SC2_PSC_70375,CSP-TES,PSCO,COWY
CSP_IID_21045_SM14,CSP-TES,IID,CA
CSP_IID_21045_SM14B,CSP-TES,IID,CA
CSP_IID_21045_SM2,CSP-TES,IID,CA
CSP_IID_21045_SM2B,CSP-TES,IID,CA
CSP_NEVP_18905_SM14,CSP-TES,NEVP,NV
CSP_NEVP_18905_SM14B,CSP-TES,NEVP,NV
CSP_NEVP_18905_SM2,CSP-TES,NEVP,NV
CSP_NEVP_18905_SM2B,CSP-TES,NEVP,NV
CSP_SCE_24245_SM14,CSP-TES,CISC,CA
CSP_SCE_24245_SM14B,CSP-TES,CISC,CA
CSP_SCE_24245_SM2,CSP-TES,CISC,CA
CSP_SCE_24245_SM2B,CSP-TES,CISC,CA
CullitonCreek1,Hydro,BCHA,CAN
CullitonCreek2,Hydro,BCHA,CAN
Curis_QF,Hydro,CIPV,CA
CurrantCreekCC-Total,Gas CC,PAUT,UT
Curry_Cattle,Hydro,IPMV,PNW
Cushman_2_31,Hydro,TPWR,PNW
Cushman_2_32,Hydro,TPWR,PNW
Cushman_2_33,Hydro,TPWR,PNW
Cushman1-21,Hydro,TPWR,PNW
Cushman1-22,Hydro,TPWR,PNW
Cutler_1,Hydro,PAUT,UT
Cutler_2,Hydro,PAUT,UT
Cymric_31X1,Gas CT,CIPV,CA
Cymric_31X2,Gas CT,CIPV,CA
Cymric_36W1,Gas CT,CIPV,CA
Cymric_36W2,Gas CT,CIPV,CA
Cymric_36W3,Gas CT,CIPV,CA
Cymric_36W4,Gas CT,CIPV,CA
Cymric_6Z1,Gas CT,CIPV,CA
Cymric_6Z2,Gas CT,CIPV,CA
Cypress_Creek_1,Hydro,BCHA,CAN
Daishowa_G1_1,Gas CT,AESO,CAN
Daishowa_G2_2,Biomass,AESO,CAN
DallesDamNorthFshwy,Hydro,BPAT,PNW
Darrington_GEN1,Biomass,BPAT,PNW
Dasque_Middle1,Hydro,BCHA,CAN
Dasque_Middle2,Hydro,BCHA,CAN
Dave_Gates1,Gas CT,NWMT,MT
Dave_Gates2,Gas CT,NWMT,MT
Dave_Gates3,Gas CT,NWMT,MT
Dave_Johnston_1,Coal,PAWY,COWY
Dave_Johnston_2,Coal,PAWY,COWY
Dave_Johnston_3,Coal,PAWY,COWY
Dave_Johnston_4,Coal,PAWY,COWY
Davis_Dam_1,Hydro,WALC,AZ
Davis_Dam_2,Hydro,WALC,AZ
Davis_Dam_3,Hydro,WALC,AZ
Davis_Dam_4,Hydro,WALC,AZ
Davis_Dam_5,Hydro,WALC,AZ
DCI_Artesia,Other,PNM,NM
DCI_Blackwater,Other,PNM,NM
DCI_Lamar,Other,PSCO,COWY
DCI_McNeill,Other,AESO,CAN
DCI_Miles_City,Other,WAUW,MT
DCI_RapidCity,Other,WACM,COWY
DCI_Stegall,Other,WACM,COWY
DCI_VirginiaSmith,Other,WACM,COWY
De_Sabla_1,Hydro,CIPV,CA
Deadwood_Creek,Hydro,CIPV,CA
DeerCreek(CA)_1,Hydro,CIPV,CA
Delano1,Biomass,CISC,CA
Delano2,Biomass,CISC,CA
DelRanchCompany,Geothermal,IID,CA
DeltaEnergyCC-Total,Gas CC,CIPB,CA
DeltaPerson,Gas CT,PNM,NM
DeltaPumpA-1,Other,CIPV,CA
DeltaPumpA-2,Other,CIPV,CA
DeltaPumpA-3,Other,CIPV,CA
DeltaPumpB-4,Other,CIPV,CA
DeltaPumpB-5,Other,CIPV,CA
DeltaPumpC-6,Other,CIPV,CA
DeltaPumpC-7,Other,CIPV,CA
DeltaPumpD-8,Other,CIPV,CA
DeltaPumpD-9,Other,CIPV,CA
DeltaPumpE-10,Other,CIPV,CA
DeltaPumpE-11,Other,CIPV,CA
Deming_Solar1,PV,PNM,NM
Deming_Solar2,PV,PNM,NM
Demoss_Petrie_1,Gas CT,TEPC,AZ
Desert_Claim,Wind,BPAT,PNW
Desert_Meadow,Wind,IPTV,PNW
Desert_Peak2,Geothermal,SPPC,NV
Desert_Peak3,Geothermal,SPPC,NV
Desert_View,Biomass,IID,CA
DesertBasinCC-Total,Gas CC,SRP,AZ
DesertStarCC-Total,Gas CC,CISD,CA
DesertSunlightDSL1,PV,CISC,CA
DesertSunlightDSL2,PV,CISC,CA
DesertSunlightDSL3,PV,CISC,CA
DesertSunlightDSL4,PV,CISC,CA
DesertSunlightDSL5,PV,CISC,CA
Detroit_1,Hydro,BPAT,PNW
Detroit_2,Hydro,BPAT,PNW
Devers_Area_Agg,Wind,CISC,CA
DevilCanyon1,Hydro,CISC,CA
DevilCanyon2,Hydro,CISC,CA
DevilCanyon3,Hydro,CISC,CA
DevilCanyon4,Hydro,CISC,CA
Dexter_1,Hydro,BPAT,PNW
DG-BTM-AVA-ID,RPV,AVA,PNW
DG-BTM-AVA-WA,RPV,AVA,PNW
DG-BTM-AZPS-AZ,RPV,AZPS,AZ
DG-BTM-BANC-CA,RPV,BANC,CA
DG-BTM-BPAT-ID,RPV,PAID,PNW
DG-BTM-BPAT-MT,RPV,BPAT,PNW
DG-BTM-BPAT-OR,RPV,BPAT,PNW
DG-BTM-BPAT-WA,RPV,BPAT,PNW
DG-BTM-CHPD-WA,RPV,CHPD,PNW
DG-BTM-CIPB-CA,RPV,CIPB,CA
DG-BTM-CIPV-CA,RPV,CIPV,CA
DG-BTM-CISC-CA,RPV,CISC,CA
DG-BTM-CISD-CA,RPV,CISD,CA
DG-BTM-DOPD-WA,RPV,DOPD,PNW
DG-BTM-EPE-NM,RPV,EPE,NM
DG-BTM-GCPD-WA,RPV,GCPD,PNW
DG-BTM-IID-CA,RPV,IID,CA
DG-BTM-IPFE-ID,RPV,IPFE,PNW
DG-BTM-IPMV-ID,RPV,IPMV,PNW
DG-BTM-IPTV-ID,RPV,IPTV,PNW
DG-BTM-IPTV-OR,RPV,IPTV,PNW
DG-BTM-LDWP-CA,RPV,LDWP,CA
DG-BTM-NEVP-NV,RPV,NEVP,NV
DG-BTM-NWMT-MT,RPV,NWMT,MT
DG-BTM-PACW-CA,RPV,PACW,PNW
DG-BTM-PACW-OR,RPV,PACW,PNW
DG-BTM-PACW-WA,RPV,PACW,PNW
DG-BTM-PAID-ID,RPV,PAID,PNW
DG-BTM-PAUT-UT,RPV,PAUT,UT
DG-BTM-PAWY-WY,RPV,PAWY,COWY
DG-BTM-PGE-OR,RPV,PGE,PNW
DG-BTM-PNM-NM,RPV,PNM,NM
DG-BTM-PSCO-CO,RPV,PSCO,COWY
DG-BTM-PSEI-WA,RPV,PSEI,PNW
DG-BTM-SCL-WA,RPV,SCL,PNW
DG-BTM-SPPC-NV,RPV,SPPC,NV
DG-BTM-SRP-AZ,RPV,SRP,AZ
DG-BTM-TEPC-AZ,RPV,TEPC,AZ
DG-BTM-TIDC-CA,RPV,TIDC,CA
DG-BTM-TPWR-WA,RPV,TPWR,PNW
DG-BTM-WACM-CO,RPV,WACM,COWY
DG-BTM-WACM-WY,RPV,WACM,COWY
DG-BTM-WALC-AZ,RPV,WALC,AZ
DG-BTM-WALC-NM,RPV,WALC,AZ
DG-BTM-WAUW-MT,RPV,WAUW,MT
Diablo_Wind,Wind,CIPB,CA
DiabloCanyon1,CHP-QF,CIPV,CA
DiabloCanyon2,CHP-QF,CIPV,CA
DiabloHydro_31,Hydro,SCL,PNW
DiabloHydro_32,Hydro,SCL,PNW
DiamondValleyLake02,Other,CISC,CA
DiamondValleyLake03,Other,CISC,CA
DiamondValleyLake04,Other,CISC,CA
DiamondValleyLake06,Other,CISC,CA
DiamondValleyLake07,Other,CISC,CA
DiamondValleyLake08,Other,CISC,CA
DiamondValleyLake10,Other,CISC,CA
DiamondValleyLake11,Other,CISC,CA
DiamondValleyLake12,Other,CISC,CA
Dickson_Dam1,Hydro,AESO,CAN
Dickson_Dam2,Hydro,AESO,CAN
Dickson_Dam3,Hydro,AESO,CAN
Dietrich_Drop,Hydro,IPMV,PNW
DifwindFarmsLtdVII1,Wind,CIPV,CA
DillardComplexGEN4,Biomass,BPAT,PNW
DillardComplexGEN5,Biomass,BPAT,PNW
Dillon_Hydro,Hydro,PSCO,COWY
Dillon_Wind,Wind,CISC,CA
Dinosaur_Point,Wind,CIPV,CA
Dinuba_1,Steam,CIPV,CA
Dion_R_Holm_1,Hydro,CIPV,CA
Dion_R_Holm_2,Hydro,CIPV,CA
Dist_Renewables,PV,SRP,AZ
DivisionCreek,Hydro,LDWP,CA
DivisnNavalCC-Total,Gas CC,CISD,CA
Dixie Valley,Geothermal,SPPC,NV
DM_AFB_GroundMt,PV,TEPC,AZ
DokieWind1,Wind,BCHA,CAN
DokieWind2,Wind,BCHA,CAN
DokieWind3,Wind,BCHA,CAN
DokieWind4,Wind,BCHA,CAN
DokieWind5,Wind,BCHA,CAN
DokieWind6,Wind,BCHA,CAN
Donnells,Hydro,CIPV,CA
DonPedro1,Hydro,TIDC,CA
DonPedro2,Hydro,TIDC,CA
DonPedro3,Hydro,BANC,CA
DonPedro4,Hydro,TIDC,CA
DonVonRsfldCC-Total,Gas CC,CIPB,CA
DoranTaylor1,Hydro,BCHA,CAN
DoranTaylor2,Hydro,BCHA,CAN
DosAmigosPump1-1,Other,CIPV,CA
DosAmigosPump1-2,Other,CIPV,CA
DosAmigosPump1-3,Other,CIPV,CA
DosAmigosPump2-1,Other,CIPV,CA
DosAmigosPump2-2,Other,CIPV,CA
DosAmigosPump2-3,Other,CIPV,CA
Double_Weir1,Hydro,IID,CA
Double_Weir2,Hydro,IID,CA
DoubleADigester1,Biomass,IPMV,PNW
DoubleADigester2,Biomass,IPMV,PNW
DoubleADigester3,Biomass,IPMV,PNW
DoubleC1,CHP-QF,CIPV,CA
DoubleC2,Gas CT,CIPV,CA
Douglas_1,Other,AZPS,AZ
Douglas_Kwalsa1,Hydro,BCHA,CAN
Douglas_Kwalsa2,Hydro,BCHA,CAN
DowCC-Total,Gas CC,AESO,CAN
DowG101_1,Gas CT,AESO,CAN
DowG201-2,Gas CT,AESO,CAN
DR-AVA,DR,AVA,PNW
DR-AZPS,DR,AZPS,AZ
DR-BANC,DR,CIPV,CA
DR-BPAT,DR,BPAT,PNW
DR-CIPB,DR,CIPV,CA
DR-CIPV,DR,CIPV,CA
DR-CISC,DR,CISC,CA
DR-CISD,DR,CISD,CA
DR-EPE,DR,EPE,NM
Drew3,PV,CISD,CA
Drew3_Exp,PV,CISD,CA
Drews1,Gas CT,CISC,CA
Drews2,Gas CT,CISC,CA
Drews3,Gas CT,CISC,CA
Drews4,Gas CT,CISC,CA
DrewsGenFacilityD1,Gas CT,CISC,CA
DrewsGenFacilityD2,Gas CT,CISC,CA
DrewsGenFacilityD3,Gas CT,CISC,CA
DrewsGenFacilityD4,Gas CT,CISC,CA
DR-IPFE,DR,IPFE,PNW
DR-IPMV,DR,IPMV,PNW
DR-IPTV,DR,IPTV,PNW
DR-NEVP,DR,NEVP,NV
DR-PAID,DR,PAID,PNW
DR-PAUT,DR,PAUT,UT
DR-PGE,DR,PGE,PNW
DR-PSCO,DR,PSCO,COWY
DR-PSEI,DR,PSEI,PNW
DR-SPPC,DR,SPPC,NV
DR-SRP,DR,SRP,AZ
Drum_2_5,Hydro,CIPV,CA
Drum1-1,Hydro,CIPV,CA
Drum1-2,Hydro,CIPV,CA
Drum1-3,Hydro,CIPV,CA
Drum1-4,Hydro,CIPV,CA
Dry_Fork_Sta,Coal,WACM,COWY
DryLake_Wind1_1,Wind,AZPS,AZ
DryLake_Wind2_1,Wind,SRP,AZ
DryLake_Wind2_2,Wind,SRP,AZ
DryLake_Wind2_3,Wind,SRP,AZ
DryLakeWind1-2,Wind,AZPS,AZ
DryLakeWind1-3,Wind,AZPS,AZ
Drywood_2_2,Gas CT,AESO,CAN
Drywood1-1,Gas CT,AESO,CAN
DSM_APS_1,DR,AZPS,AZ
DSM_CHPD_1,DR,CHPD,PNW
DSM_EPE_1,DR,EPE,NM
DSM_EPE_2,DR,EPE,NM
DSM_EPE_3,DR,EPE,NM
DSM_PACE_UT_1,DR,PAUT,UT
DSM_PACE_UT_2,DR,PAUT,UT
DSM_PACE_UT_3,DR,PAID,PNW
DSM_PACE_UT_4,DR,PAUT,UT
DSM_PACW_1,DR,PACW,PNW
DSM_PACW_2,DR,PACW,PNW
DSM_PG&E_BAY_1,DR,CIPB,CA
DSM_PG&E_VLY_1,DR,CIPV,CA
DSM_PG&E_VLY_2,DR,CIPV,CA
DSM_PNM_1,DR,PNM,NM
DSM_PNM_2,DR,PNM,NM
DSM_PSC_1,DR,PSCO,COWY
DSM_PSC_2,DR,WACM,COWY
DSM_PSC_3,DR,PSCO,COWY
DSM_PSC_4,DR,PSCO,COWY
DSM_PSC_5,DR,PSCO,COWY
DSM_PSC_6,DR,PSCO,COWY
DSM_SCE_1,DR,CISC,CA
DSM_SCE_2,DR,CISC,CA
DSM_SDGE_1,DR,CISD,CA
DSM_SDGE_2,DR,CISD,CA
DSM_SDGE_3,DR,CISD,CA
DSM_SMUD_1,DR,BANC,CA
DSM_SRP_1,DR,SRP,AZ
DSM_SRP_2,DR,SRP,AZ
DSM_TEP_1,DR,TEPC,AZ
DSM_TEP_2,DR,TEPC,AZ
DSM_TEP_3,DR,TEPC,AZ
Dundurn_GT_1,Gas CT,AESO,CAN
Dunlap_1,Wind,PAWY,COWY
Dutch_Flat_1,Hydro,CIPV,CA
Dutch_Flat_2_3P,Hydro,CIPV,CA
DutchWind,Wind,CISC,CA
DVPL_IPP13.8_1,Biomass,AESO,CAN
Dworshak_1,Hydro,BPAT,PNW
Dworshak_2,Hydro,BPAT,PNW
Dworshak_3,Hydro,BPAT,PNW
Eagle_Point_1,Hydro,PACW,PNW
EagleMountainPump1,Other,CISC,CA
EagleMountainPump2,Other,CISC,CA
EagleMountainPump3,Other,CISC,CA
EagleMountainPump4,Other,CISC,CA
EagleMountainPump5,Other,CISC,CA
EagleMountainPump6,Other,CISC,CA
EagleMountainPump7,Other,CISC,CA
EagleMountainPump8,Other,CISC,CA
East_AZ_Wind,Wind,AZPS,AZ
East_Bay_MUD,Biomass,CIPB,CA
East_Highline_1,Hydro,IID,CA
East_Toba1,Hydro,BCHA,CAN
East_Toba2,Hydro,BCHA,CAN
EastPortalGenerator1,Hydro,CISC,CA
Eastridge1,Gas CT,CIPV,CA
Eastridge2,Gas CT,CIPV,CA
EastSide,Hydro,PACW,PNW
EastTwinCreek1,Hydro,BCHA,CAN
EastTwinCreek2,Hydro,BCHA,CAN
EastTwinCreek3,Hydro,BCHA,CAN
ECB_EnvirNorAm,Other,AESO,CAN
Echanis_Wind,Wind,BPAT,PNW
EchoDam1,Hydro,PAUT,UT
EchoDam2,Hydro,PAUT,UT
EchoDam3,Hydro,PAUT,UT
EDFRenewWindfarm5-2,Wind,CIPV,CA
EdmonstonPump1,Other,CISC,CA
EdmonstonPump2,Other,CISC,CA
EdmonstonPump3-3,Other,CISC,CA
EdmonstonPump3-4,Other,CISC,CA
EdmonstonPump4-5,Other,CISC,CA
EdmonstonPump4-6,Other,CISC,CA
EdmonstonPump5-7,Other,CISC,CA
EdmonstonPump5-8,Other,CISC,CA
EdmonstonPump6-10,Other,CISC,CA
EdmonstonPump6-9,Other,CISC,CA
EdmonstonPump7-11,Other,CISC,CA
EdmonstonPump7-12,Other,CISC,CA
EdmonstonPump8-13,Other,CISC,CA
EdmonstonPump8-14,Other,CISC,CA
EdwardCHyatt1,Hydro,CIPV,CA
EdwardCHyatt2,Storage,CIPV,CA
EdwardCHyatt3,Hydro,CIPV,CA
EdwardCHyatt4,Storage,CIPV,CA
EdwardCHyatt5,Hydro,CIPV,CA
EdwardCHyatt6,Storage,CIPV,CA
EF_Oxnard,Gas CT,CISC,CA
El_Cajon_EC,Gas CT,CISD,CA
El_Cajon_GT,Gas CT,CISD,CA
El_Centro_4,Steam,IID,CA
El_Dorado_1,Hydro,CIPV,CA
