name,Type,Region,Zone
Red_Bluff_IC6,Steam,CIPV,CA
Red_Bluff_IC7,Steam,CIPV,CA
Red_Bluff_IC8,Steam,CIPV,CA
Red_Bluff_IC9,Steam,CIPV,CA
Red_Mesa,Wind,PNM,NM
Red_Mountain_1,Hydro,CISC,CA
ReddingPower1,Gas CT,BANC,CA
ReddingPower2,Gas CT,BANC,CA
ReddingPower3,Gas CT,BANC,CA
ReddingPowerCC-Total,Gas CC,BANC,CA
RedHawkCC1-Total,Gas CC,AZPS,AZ
RedHawkCC2-Total,Gas CC,AZPS,AZ
Redlands,Hydro,PSCO,COWY
Redlands_RT,PV,CISC,CA
REDWATER_GT_1,Gas CT,AESO,CAN
Reeves_1,Other,PNM,NM
Reeves_2,Other,PNM,NM
Reeves_3,Gas CT,PNM,NM
Rehnu_UASTP_1,PV,TEPC,AZ
res_cool_iid,DR,IID,CA
res_cool_ldwp,DR,LDWP,CA
res_cool_pge_bay,DR,CIPB,CA
res_cool_pge_vly,DR,CIPV,CA
res_cool_sce,DR,CISC,CA
res_cool_sdge,DR,CISD,CA
res_cool_smud,DR,BANC,CA
res_cool_tidc,DR,TIDC,CA
res_heat_iid,DR,IID,CA
res_heat_ldwp,DR,LDWP,CA
res_heat_pge_bay,DR,CIPB,CA
res_heat_pge_vly,DR,CIPV,CA
res_heat_sce,DR,CISC,CA
res_heat_sdge,DR,CISD,CA
res_heat_smud,DR,BANC,CA
res_heat_tidc,DR,TIDC,CA
Revelstoke_1,Hydro,BCHA,CAN
Revelstoke_2,Hydro,BCHA,CAN
Revelstoke_3,Hydro,BCHA,CAN
Revelstoke_4,Hydro,BCHA,CAN
Revelstoke_5,Hydro,BCHA,CAN
Reynolds,Hydro,IPTV,PNW
RHONDO,Hydro,CISC,CA
RialtoPV,PV,CISC,CA
RiceSolarEnergy,CSP,WALC,AZ
RichardBurdete1,Geothermal,SPPC,NV
RichardBurdete2,Geothermal,SPPC,NV
RichmondCgn1,Steam,CIPB,CA
RichmondCgn2,Steam,CIPB,CA
RichmondRefinery-5,Steam,CIPB,CA
Ridge_Crest,Wind,PSCO,COWY
Ridgeline_1,Wind,SPPC,NV
RifleCC-Total,Gas CC,WACM,COWY
Rim_View_1,Hydro,IPMV,PNW
RimRockEnergy,Wind,NWMT,MT
Rio_Hondo_1,Hydro,CISC,CA
RioBravo_Hydro1,Hydro,CIPV,CA
RioBravo_Hydro2,Hydro,CIPV,CA
RioBravoFresno,Biomass,CIPV,CA
RioBravoRocklin,Biomass,CIPV,CA
RioGrande8,Other,EPE,NM
RioGrande9,Gas CT,EPE,NM
RioOso_QF,Hydro,CIPV,CA
Ripon_Mill_GEN1,CHP-QF,CIPV,CA
Ripon1,Gas CT,BANC,CA
Ripon2,Gas CT,BANC,CA
River_Mill_1,Hydro,PGE,PNW
River_Mill_2,Hydro,PGE,PNW
River_Mill_3,Hydro,PGE,PNW
River_Mill_4,Hydro,PGE,PNW
River_Mill_5,Hydro,PGE,PNW
River_Road,Gas CC,BPAT,PNW
Riverbend_LF1,Biomass,BPAT,PNW
Riverbend_LF2,Biomass,BPAT,PNW
Riverbend_LF3,Biomass,BPAT,PNW
Riverbend_LF4,Biomass,BPAT,PNW
Riverbend_LF5,Biomass,BPAT,PNW
Riverbend_LF6,Biomass,BPAT,PNW
RiversideEastPV-1,PV,CISC,CA
RiversideEastPV-2,PV,CISC,CA
RiversideEastPV-3,PV,CISC,CA
RiversideERC1,Gas CT,CISC,CA
RiversideERC2,Gas CT,CISC,CA
RiversideERC3,Gas CT,CISC,CA
RiversideERC4,Gas CT,CISC,CA
Riverview_EC,Gas CT,CIPB,CA
Roaring_Creek1,Hydro,BANC,CA
Robbs_Peak_1,Hydro,BANC,CA
Rock_Creek_H1,Hydro,CIPV,CA
Rock_Creek_H2,Hydro,CIPV,CA
Rock_Creek_I1,Hydro,IPMV,PNW
Rock_Creek_II1,Hydro,IPMV,PNW
Rock_Creek_LP1,Hydro,CIPV,CA
Rock_Creek_LP2,Hydro,CIPV,CA
Rock_Island_A,Hydro,CHPD,PNW
Rock_Island_B_1,Hydro,CHPD,PNW
Rock_Island_B_2,Hydro,CHPD,PNW
Rock_Island_B_3,Hydro,CHPD,PNW
Rock_Island_B_4,Hydro,CHPD,PNW
Rock_Island_B_5,Hydro,CHPD,PNW
Rock_Island_B_6,Hydro,CHPD,PNW
Rock_Island_B_7,Hydro,CHPD,PNW
Rock_Island_B_8,Hydro,CHPD,PNW
Rock_Island_B_9,Hydro,CHPD,PNW
Rock_Island_B10,Hydro,CHPD,PNW
Rock_Island_U_1,Hydro,CHPD,PNW
Rock_Island_U_2,Hydro,CHPD,PNW
Rock_Island_U_3,Hydro,CHPD,PNW
Rock_Island_U_4,Hydro,CHPD,PNW
Rock_Island_U_5,Hydro,CHPD,PNW
Rock_Island_U_6,Hydro,CHPD,PNW
Rock_Island_U_7,Hydro,CHPD,PNW
Rock_Island_U_8,Hydro,CHPD,PNW
Rock_River,Wind,PAWY,COWY
RockCreekDairy1,Biomass,IPMV,PNW
RockCreekDairy2,Biomass,IPMV,PNW
Rockland,Wind,IPFE,PNW
Rockwood_1,Gas CT,IID,CA
Rockwood_2,Gas CT,IID,CA
Rocky_Brook,Hydro,BPAT,PNW
Rocky_Ford_IC1,Other,PSCO,COWY
Rocky_Ford_IC2,Other,PSCO,COWY
Rocky_Ford_IC3,Other,PSCO,COWY
Rocky_Ford_IC4,Other,PSCO,COWY
Rocky_Ford_IC5,Other,PSCO,COWY
Rocky_Reach_C_1,Hydro,CHPD,PNW
Rocky_Reach_C_2,Hydro,CHPD,PNW
Rocky_Reach_C_3,Hydro,CHPD,PNW
Rocky_Reach_C_4,Hydro,CHPD,PNW
Rocky_Reach_C_5,Hydro,CHPD,PNW
Rocky_Reach_C_6,Hydro,CHPD,PNW
Rocky_Reach_C_7,Hydro,CHPD,PNW
Rocky_Reach_C_8,Hydro,CHPD,PNW
Rocky_Reach_C_9,Hydro,CHPD,PNW
Rocky_Reach_C10,Hydro,CHPD,PNW
Rocky_Reach_C11,Hydro,CHPD,PNW
RockyMtnCC-Total,Gas CC,PSCO,COWY
Roger_Road,PV,TEPC,AZ
Rolling_Hills_1,Wind,PAWY,COWY
Rollins,Hydro,CIPV,CA
Roosevelt,Hydro,SRP,AZ
RooseveltBioCC-Total,Biomass,BPAT,PNW
RooseveltBiogas1,Biomass,BPAT,PNW
RooseveltBiogas2,Biomass,BPAT,PNW
RooseveltBiogas3,Biomass,BPAT,PNW
RooseveltBiogas4,Biomass,BPAT,PNW
RooseveltBiogas5,Biomass,BPAT,PNW
Roseburg_Forest,Biomass,PACW,PNW
RoseburgBiomass,Biomass,PACW,PNW
Roseville_1,Gas CT,BANC,CA
Roseville_2,Gas CT,BANC,CA
RosevilleEPCC-Total,Gas CC,BANC,CA
Ross_41,Hydro,SCL,PNW
Ross_42,Hydro,SCL,PNW
Ross_43,Hydro,SCL,PNW
Ross_44,Hydro,SCL,PNW
Round_Butte_1,Hydro,PGE,PNW
Round_Butte_2,Hydro,PGE,PNW
Round_Butte_3,Hydro,PGE,PNW
Roza_1,Hydro,BPAT,PNW
RpsCA-0019,Biomass,IID,CA
RpsCA-0020,Biomass,CISC,CA
RpsCA-0021,Biomass,CISC,CA
RpsCA-0022,Biomass,CIPB,CA
RpsCA-0023,Biomass,CIPV,CA
RpsCA-0024,PV,BANC,CA
RpsCA-0025,PV,CIPV,CA
RpsCA-0026,Biomass,CIPV,CA
RpsCA-0032,PV,CIPV,CA
RpsCA-0035,Geothermal,CIPV,CA
RpsCA-0036,PV,CISC,CA
RpsCA-0038,PV,CISC,CA
RpsCA-0039,PV,CISC,CA
RpsCA-0040,PV,IID,CA
RpsCA-0041,PV,CISC,CA
RpsCA-0042,Wind,LDWP,CA
RpsCA-0046,Wind,CISC,CA
RpsCA-0047,PV,CISC,CA
RpsCA-0048,PV,IID,CA
RpsCA-0049,Biomass,CIPV,CA
RpsCA-0050,Biomass,CIPV,CA
RpsCA-0051,PV,CIPV,CA
RpsCA-0053,PV,CIPV,CA
RpsCA-0054,PV,CISC,CA
RpsCA-0055,PV,CISC,CA
RpsCA-0056,PV,CISC,CA
RpsCA-0057,PV,CISC,CA
RpsCA-0059,PV,CISC,CA
RpsCA-0064,Biomass,CISC,CA
RpsCA-0067,Geothermal,SPPC,NV
RpsCA-0068,Geothermal,CISC,CA
RpsCA-0069,PV,CISC,CA
RpsCA-0070,PV,CIPV,CA
RpsCA-0071,Wind,AESO,CAN
RpsCA-0072,Wind,AESO,CAN
RpsCA-0073,Wind,AESO,CAN
RpsCA-0074,PV,CISC,CA
RpsCA-0076,PV,CISD,CA
RpsCA-0077,PV,CISD,CA
RpsCA-0078,PV,IID,CA
RpsCA-0079,PV,CISD,CA
RpsCA-0080,Geothermal,IID,CA
RpsCA-0083,PV,CISC,CA
RpsCA-0085,Wind,CISC,CA
RpsCA-0086,Wind,CISC,CA
RpsCA-0087,PV,CISC,CA
RpsCA-0089,PV,CISC,CA
RpsCA-0091,PV,CIPV,CA
RpsCA-0092,Wind,CISC,CA
RpsCA-0093,PV,CISC,CA
RpsCA-0098,PV,CIPV,CA
RpsCA-0099,PV,CIPV,CA
RpsCA-0100,PV,CIPV,CA
RpsCA-0101,PV,CIPV,CA
RpsCA-0102,PV,CIPV,CA
RpsCA-0103,PV,CIPV,CA
RpsCA-0104,PV,CIPV,CA
RpsCA-0105,PV,CIPV,CA
RpsCA-0106,PV,CIPV,CA
RpsCA-0107,PV,CIPV,CA
RpsCA-0108,PV,CIPV,CA
RpsCA-0109,PV,CIPV,CA
RpsCA-0110,PV,CIPV,CA
RpsCA-0111,PV,CIPV,CA
RpsCA-0112,PV,CIPV,CA
RpsCA-0113,PV,CIPV,CA
RpsCA-0114,PV,CIPV,CA
RpsCA-0115,PV,CIPV,CA
RpsCA-0116,PV,CIPV,CA
RpsCA-0117,PV,CIPV,CA
RpsCA-0118,PV,CIPV,CA
RpsCA-0119,PV,CIPV,CA
RpsCA-0120,PV,CIPV,CA
RpsCA-0121,PV,CIPV,CA
RpsCA-0122,PV,CISC,CA
RpsCA-0123,PV,CISC,CA
RpsCA-0124,PV,CISC,CA
RpsCA-0125,PV,CISC,CA
RpsCA-0126,PV,CISC,CA
RpsCA-0127,PV,CIPV,CA
RpsCA-0128,PV,CIPV,CA
RpsCA-0129,PV,CIPV,CA
RpsCA-0130,PV,CISC,CA
RpsCA-0131,PV,CIPV,CA
RpsCA-0132,PV,CIPV,CA
RpsCA-0133,PV,CISC,CA
RpsCA-0134,PV,CISC,CA
RpsCA-0135,PV,CISC,CA
RpsCA-0136,PV,CISC,CA
RpsCA-0137,PV,CIPV,CA
RpsCA-0138,PV,CIPV,CA
RpsCA-0139,PV,CIPV,CA
RpsCA-0140,PV,CIPV,CA
RpsCA-0141,PV,CIPV,CA
RpsCA-0142,PV,CIPV,CA
RpsCA-0143,PV,CIPV,CA
RpsCA-0144,PV,CIPV,CA
RpsCA-0145,PV,CIPV,CA
RpsCA-0146,PV,CIPV,CA
RpsCA-0147,PV,CIPV,CA
RpsCA-0148,PV,CIPV,CA
RpsCA-0149,PV,CIPV,CA
RpsCA-0150,PV,CIPV,CA
RpsCA-0151,PV,CIPV,CA
RpsCA-0152,PV,CIPV,CA
RpsCA-0153,PV,CIPV,CA
RpsCA-0154,PV,CIPV,CA
RpsCA-0155,PV,CIPV,CA
RpsCA-0156,PV,CIPV,CA
RpsCA-0157,PV,CIPV,CA
RpsCA-0158,PV,CIPV,CA
RpsCA-0159,PV,CIPV,CA
RpsCA-0160,PV,CIPV,CA
RpsCA-0161,PV,CIPV,CA
RpsCA-0162,PV,CISC,CA
RpsCA-0163,PV,CISC,CA
RpsCA-0164,PV,CIPV,CA
RpsCA-0165,PV,CIPV,CA
RpsCA-0166,PV,CIPV,CA
RpsCA-0167,PV,CIPV,CA
RpsCA-0168,PV,CIPV,CA
RpsCA-0169,PV,CIPV,CA
RpsCA-0170,PV,CIPV,CA
RpsCA-0171,PV,CIPV,CA
RpsCA-0172,PV,CIPV,CA
RpsCA-0173,PV,CIPV,CA
RpsCA-0174,PV,CIPV,CA
RpsCA-0175,PV,CIPV,CA
RpsCA-0176,PV,CIPV,CA
RpsCA-0177,PV,CISC,CA
RpsCA-0178,PV,CISC,CA
RpsCA-0179,PV,CIPV,CA
RpsCA-0180,PV,CISC,CA
RpsCA-0181,PV,CISC,CA
RpsCA-0182,PV,CIPV,CA
RpsCA-0183,PV,CIPV,CA
RpsCA-0184,PV,CISD,CA
RpsCA-0185,PV,CISD,CA
RpsCA-0186,PV,CISC,CA
RpsCA-0187,PV,CISC,CA
RpsCA-0188,PV,CISC,CA
RpsCA-0189,PV,CISC,CA
RpsCA-0190,PV,CISC,CA
RpsCA-0191,PV,CISC,CA
RpsCA-0192,PV,CISC,CA
RpsCA-0193,PV,CISC,CA
RpsCA-0194,PV,CISC,CA
RpsCA-0195,PV,CISC,CA
RpsCA-0196,PV,CISC,CA
RpsCA-0197,PV,CISC,CA
RpsCA-0198,PV,CISC,CA
RpsCA-0199,PV,CISC,CA
RpsCA-0200,PV,CISC,CA
RpsCA-0201,PV,CISC,CA
RpsCA-0202,PV,CISC,CA
RpsCA-0203,PV,CISC,CA
RpsCA-0204,PV,CISC,CA
RpsCA-0205,PV,CISC,CA
RpsCA-0206,PV,CISC,CA
RpsCA-0207,PV,CISC,CA
RpsCA-0208,PV,CISC,CA
RpsCA-0209,PV,CISC,CA
RpsCA-0210,PV,CISC,CA
RpsCA-0211,PV,CISC,CA
RpsCA-0212,PV,CISC,CA
RpsCA-0213,PV,CISC,CA
RpsCA-0214,PV,CISC,CA
RpsCA-0215,PV,CISC,CA
RpsCA-0216,PV,CISC,CA
RpsCA-0217,PV,CISC,CA
RpsCA-0218,PV,CISC,CA
RpsCA-0219,PV,CISC,CA
RpsCA-0220,PV,CISC,CA
RpsCA-0221,PV,CISC,CA
RpsCA-0222,PV,CISC,CA
RpsCA-0223,PV,CISC,CA
RpsCA-0224,PV,CISC,CA
RpsCA-0225,PV,CISD,CA
RpsCA-0226,PV,CIPB,CA
RpsCA-0227,PV,CIPB,CA
RpsCA-0228,PV,CIPB,CA
RpsCA-0229,PV,CIPB,CA
RpsCA-0230,PV,CIPB,CA
RpsCA-0231,PV,CIPB,CA
RpsCA-0232,PV,CIPB,CA
RpsCA-0233,PV,CIPB,CA
RpsCA-0234,PV,CIPB,CA
RpsCA-0235,PV,CIPB,CA
RpsCA-0236,PV,CIPB,CA
RpsCA-0237,PV,CIPB,CA
RpsCA-0238,PV,CIPB,CA
RpsCA-0239,PV,CIPB,CA
RpsCA-0240,PV,CIPB,CA
RpsCA-0241,PV,CIPB,CA
RpsCA-0242,PV,CIPB,CA
RpsCA-0243,PV,CIPB,CA
RpsCA-0244,PV,CIPB,CA
RpsCA-0245,PV,CIPB,CA
RpsCA-0246,PV,CIPB,CA
RpsCA-0247,PV,CIPB,CA
RpsCA-0248,PV,CIPB,CA
RpsCA-0249,PV,CIPB,CA
RpsCA-0250,PV,CISC,CA
RpsCA-0251,PV,CIPV,CA
RpsCA-0252,PV,CIPV,CA
RpsCA-0253,PV,CIPV,CA
RpsCA-0254,PV,CIPV,CA
RpsCA-0255,PV,CIPV,CA
RpsCA-0256,PV,CIPV,CA
RpsCA-0257,PV,CIPV,CA
RpsCA-0258,PV,CISC,CA
RpsCA-0261,PV,CISC,CA
RpsCA-0262,PV,CISD,CA
RpsCA-0263,PV,CISD,CA
RpsCA-0264,PV,CISD,CA
RpsCA-0265,PV,CISD,CA
RpsCA-0266,PV,CISD,CA
RpsCA-0267,PV,CISD,CA
RpsCA-0268,PV,CISD,CA
RpsCA-0269,PV,CISD,CA
RpsCA-0270,PV,CISD,CA
RpsCA-0271,PV,CISC,CA
RpsCA-0272,PV,CISC,CA
RpsCA-0273,PV,CISC,CA
RpsCA-0274,PV,CISC,CA
RpsCA-0275,PV,CISC,CA
RpsCA-0276,PV,CISC,CA
RpsCA-0277,PV,CISC,CA
RpsCA-0278,PV,CIPV,CA
RpsCA-0279,PV,CIPV,CA
RpsCA-0280,PV,CIPV,CA
RpsCA-0281,PV,CIPV,CA
RpsCA-0282,PV,CIPV,CA
RpsCA-0283,PV,CIPV,CA
RpsCA-0284,PV,CIPV,CA
RpsCA-0285,PV,CIPV,CA
RpsCA-0286,PV,CIPB,CA
RpsCA-0287,PV,CIPB,CA
RpsCA-0288,PV,CIPV,CA
RpsCA-0289,PV,CIPV,CA
RpsCA-0290,PV,CIPV,CA
RpsCA-0291,PV,CIPV,CA
RpsCA-0292,PV,CIPV,CA
RpsCA-0293,PV,CISC,CA
RpsCA-0294,PV,CISD,CA
RpsCA-0295,PV,CISC,CA
RpsCA-0296,PV,CISC,CA
RpsCA-0297,PV,CISC,CA
RpsCA-0298,PV,CISC,CA
RpsCA-0299,PV,CISC,CA
RpsCA-0934,PV,CIPV,CA
RpsCA-0935,Wind,CIPV,CA
RpsCA-0936,Biomass,CIPB,CA
RpsCA-0937,PV,BANC,CA
RpsCA-0939,PV,CIPV,CA
RpsCA-0940,PV,CIPV,CA
RpsCA-0942,Geothermal,CISC,CA
RpsCA-0943,Wind,CISC,CA
RpsCA-0944,PV,CISC,CA
RpsCA-0945,PV,CISC,CA
RpsCA-0946,PV,CISC,CA
RpsCA-0947,PV,CISC,CA
RpsCA-0948,PV,CISC,CA
RpsCA-0949,Wind,CISC,CA
RpsCA-0950,Geothermal,CISC,CA
RpsCA-0951,PV,CISD,CA
RpsCA-0952,PV,CISD,CA
RpsCA-0953,PV,IID,CA
RpsCA-0954,PV,IID,CA
RpsCA-0955,PV,IID,CA
RpsCA-0956,Geothermal,IID,CA
RpsCA-0957,Geothermal,IID,CA
RpsCA-0958,Geothermal,IID,CA
RpsCA-0959,PV,CIPV,CA
Ruedi_1,Hydro,PSCO,COWY
RuggedSolarLLC1,CSP,CISD,CA
Rundle1_1,Hydro,AESO,CAN
Rundle2_2,Hydro,AESO,CAN
Rupert_Cgn,Gas CC,IPMV,PNW
Rupert_GT_1,Gas CT,BCHA,CAN
Rupert_GT_2,Gas CT,BCHA,CAN
Rush_Creek_1,Hydro,CISC,CA
Rush_Creek_2,Hydro,CISC,CA
Ruskin_1,Hydro,BCHA,CAN
Ruskin_2,Hydro,BCHA,CAN
Ruskin_3,Hydro,BCHA,CAN
Russell_D_smith,Hydro,SCL,PNW
Russell_Wind,Wind,CIPV,CA
RussellCityCC-Total,Gas CC,CIPB,CA
RutherfordCrk1,Hydro,BCHA,CAN
RutherfordCrk2,Hydro,BCHA,CAN
Ruxton_Park_1,Hydro,WACM,COWY
RV_Apex,PV,NEVP,NV
Ryan1,Hydro,NWMT,MT
Ryan2_Upgrd,Hydro,NWMT,MT
Ryan3,Hydro,NWMT,MT
Ryan4_Upgrd,Hydro,NWMT,MT
Ryan5,Hydro,NWMT,MT
Ryan6,Hydro,NWMT,MT
Ryegrass,Wind,IPTV,PNW
S.CranberryCrk1,Hydro,BCHA,CAN
S.CranberryCrk2,Hydro,BCHA,CAN
S.CranberryCrk3,Hydro,BCHA,CAN
S.CranberryCrk4,Hydro,BCHA,CAN
S.Sutton_Creek,Hydro,BCHA,CAN
S_E_Hazelton1,Hydro,IPMV,PNW
S_E_Hazelton2,Hydro,IPMV,PNW
S_E_Hazelton3,Hydro,IPMV,PNW
S_Slocan_1,Hydro,BCHA,CAN
S_Slocan_2,Hydro,BCHA,CAN
S_Slocan_3,Hydro,BCHA,CAN
Saddle_Mountain,PV,AZPS,AZ
Sagebrush_1,Hydro,IPMV,PNW
SagebrushWind,Wind,BPAT,PNW
Saguaro_1,Other,AZPS,AZ
Saguaro_2,Other,AZPS,AZ
Saguaro_PV1,PV,AZPS,AZ
SaguaroAZ1,Gas CT,AZPS,AZ
SaguaroAZ2,Gas CT,AZPS,AZ
SaguaroCTG1,Gas CT,NEVP,NV
SaguaroCTG2,Gas CT,NEVP,NV
SaguaroCTG3,Gas CT,NEVP,NV
SaguaroGE1,Gas CT,AZPS,AZ
Sahko_1,Hydro,IPMV,PNW
SAIT_1,Gas CT,AESO,CAN
SakwiCreek,Hydro,BCHA,CAN
Salida_1,Hydro,PSCO,COWY
Salida_2,Hydro,PSCO,COWY
SalinasRiverCgn,CHP-QF,CIPV,CA
SalkInstitute,Gas CT,CISD,CA
Salmon_Falls,Wind,IPMV,PNW
Salt_Springs_1,Hydro,CIPV,CA
Salt_Springs_2,Hydro,CIPV,CA
Salt_Wells1,Geothermal,SPPC,NV
Salt_Wells2,Geothermal,SPPC,NV
Salton13a,Geothermal,IID,CA
Salton3a,Geothermal,IID,CA
Salton4a,Geothermal,IID,CA
Salton5a,Geothermal,IID,CA
SaltonSea1,Geothermal,IID,CA
SaltonSea2-1,Geothermal,IID,CA
SaltonSea2-2,Geothermal,IID,CA
SaltonSea2-3,Geothermal,IID,CA
SaltonSea3,Geothermal,IID,CA
SaltonSea4,Geothermal,IID,CA
SaltonSea5,Geothermal,IID,CA
San_Dimas_1,Hydro,CISC,CA
San_Dimas_Wash,Hydro,CISC,CA
San_Fernando_1,Hydro,CISC,CA
San_Fernando_2,Hydro,CISC,CA
San_Gabriel,Gas CT,CISC,CA
SAN_JOAQUIN,Gas CT,CIPV,CA
San_Joaquin_2_1,Hydro,CIPV,CA
San_Joaquin_3_3,Hydro,CIPV,CA
San_Joaquin_Cgn,CHP-QF,CIPV,CA
San_Juan_1,Coal,PNM,NM
San_Juan_4,Coal,PNM,NM
SAN_MARCOS_LF,Biomass,CISD,CA
Sand_Bar,Hydro,CIPV,CA
SandDrag,PV,CIPV,CA
SanEmidio-Empire,Geothermal,SPPC,NV
SanFrancisq1_1A,Hydro,LDWP,CA
SanFrancisq1-3,Hydro,LDWP,CA
SanFrancisq1-4,Hydro,LDWP,CA
SanFrancisq1-6,Hydro,LDWP,CA
SanFrancisq2_1,Hydro,LDWP,CA
SanFrancisq2_2,Hydro,LDWP,CA
SanFrancisq2_3,Hydro,LDWP,CA
SanGabrielHydroU1,Hydro,CISC,CA
SanGabrielHydroU2,Hydro,CISC,CA
SanJoaquin1A,Hydro,CIPV,CA
SanJoseCgn,Gas CT,CIPB,CA
SanLuisValleySolar,PV,PSCO,COWY
SanMarcosEnrgy,Biomass,CISD,CA
Santa_Ana_3_1,Hydro,CISC,CA
Santa_Ana1-1,Hydro,CISC,CA
SANTA_CLARA,Biomass,CISC,CA
Santa_ClaraCgn1,Gas CT,CIPB,CA
Santa_ClaraCgn2,Gas CT,CIPB,CA
Santa_ClaraWGNS,Wind,CIPB,CA
Santa_Cruz1,Biomass,CIPV,CA
Santa_Cruz2,Biomass,CIPV,CA
Santa_Cruz3,Biomass,CIPV,CA
Santa_Felicia1,Hydro,CISC,CA
Santa_Felicia2,Hydro,CISC,CA
Santa_Maria_Cgn,Gas CT,CIPV,CA
Santa_Maria_LFG,Biomass,CIPV,CA
SantaAna1-2,Hydro,CISC,CA
SantaAna1-3,Hydro,CISC,CA
SantaAna1-4,Hydro,CISC,CA
SantaCruzEnergy,Biomass,CIPV,CA
SantaCruzHigh,PV,TEPC,AZ
Santan1,Gas CC,SRP,AZ
Santan2,Gas CC,SRP,AZ
Santan3,Gas CC,SRP,AZ
Santan4,Gas CC,SRP,AZ
Santan5CC-Total,Gas CC,SRP,AZ
Santan6CC-Total,Gas CC,SRP,AZ
SantaYnezCC-Total,Gas CC,CISC,CA
Sargent_Canyon,CHP-QF,CIPV,CA
SAUGUS,Hydro,CISC,CA
Savona_ERG_1,Other,BCHA,CAN
Sawtelle_1,Hydro,CISC,CA
SawtoothWind,Wind,IPTV,PNW
SB1SolarRooftop,PV,LDWP,CA
SCACogen2CC-Total,Gas CC,BANC,CA
SCACogen2GT,Gas CT,BANC,CA
Scattergood_4,Gas CT,LDWP,CA
Scattergood_5,Gas CT,LDWP,CA
Scattergood_6,Gas CT,LDWP,CA
Scattergood_7,Gas CT,LDWP,CA
Scattergood_8,CHP-QF,LDWP,CA
Scattergood_9,CHP-QF,LDWP,CA
SCE_PVF_24019,PV,CISC,CA
SCE_PVF_24058,PV,CISC,CA
SCE_PVF_24085,PV,CISC,CA
SCE_PVF_24087,PV,CISC,CA
SCE_PVF_24097,PV,CISC,CA
SCE_PVF_24112,PV,CISC,CA
SCE_PVF_24136,PV,CISC,CA
SCE_PVF_24137,PV,CISC,CA
SCE_PVF_24141,PV,CISC,CA
SCE_PVF_24151,PV,CISC,CA
SCE_PVF_24219,PV,CISC,CA
SCE_PVF_24234,PV,CISC,CA
SCE_PVF_24251,PV,CISC,CA
SCE_PVF_24701,PV,CISC,CA
SCE_PVF_24717,PV,CISC,CA
SCE_PVF_24729,PV,CISC,CA
SCE_PVF_24748,PV,CISC,CA
SCE_PVF_24801,PV,CISC,CA
SCE_PVF_24900,PV,CISC,CA
SCE_PVF_25401,PV,CISC,CA
SCE_PVF_25405,PV,CISC,CA
SCE_PVF_25406,PV,CISC,CA
SCE_PVF_29206,PV,CISC,CA
SCE_PVF_29402,PV,CISC,CA
SCE_PVR_24015,RPV,CISC,CA
SCE_PVR_24016,RPV,CISC,CA
SCE_PVR_24021,RPV,CISC,CA
SCE_PVR_24025,RPV,CISC,CA
SCE_PVR_24029,RPV,CISC,CA
SCE_PVR_24036,RPV,CISC,CA
SCE_PVR_24056,RPV,CISC,CA
SCE_PVR_24058,RPV,CISC,CA
SCE_PVR_24059,RPV,CISC,CA
SCE_PVR_24061,RPV,CISC,CA
SCE_PVR_24069,RPV,CISC,CA
SCE_PVR_24072,RPV,CISC,CA
SCE_PVR_24074,RPV,CISC,CA
SCE_PVR_24076,RPV,CISC,CA
SCE_PVR_24084,RPV,CISC,CA
SCE_PVR_24087,RPV,CISC,CA
SCE_PVR_24088,RPV,CISC,CA
SCE_PVR_24091,RPV,CISC,CA
SCE_PVR_24092,RPV,CISC,CA
SCE_PVR_24099,RPV,CISC,CA
SCE_PVR_24100,RPV,CISC,CA
SCE_PVR_24106,RPV,CISC,CA
SCE_PVR_24112,RPV,CISC,CA
SCE_PVR_24126,RPV,CISC,CA
SCE_PVR_24128,RPV,CISC,CA
SCE_PVR_24132,RPV,CISC,CA
SCE_PVR_24134,RPV,CISC,CA
SCE_PVR_24137,RPV,CISC,CA
SCE_PVR_24141,RPV,CISC,CA
SCE_PVR_24151,RPV,CISC,CA
SCE_PVR_24154,RPV,CISC,CA
SCE_PVR_24158,RPV,CISC,CA
SCE_PVR_24230,RPV,CISC,CA
SCE_PVR_24234,RPV,CISC,CA
SCE_PVR_24236,RPV,CISC,CA
SCE_PVR_24801,RPV,CISC,CA
SCE_PVR_24806,RPV,CISC,CA
SCE_PVR_24901,RPV,CISC,CA
SCE_PVR_24920,RPV,CISC,CA
SCE_PVR_25001,RPV,CISC,CA
SCE_PVR_25654,RPV,CISC,CA
SCE_PVR_25666,RPV,CISC,CA
SCE_PVR_29040,RPV,CISC,CA
SCE_PVT_24019,PV,CISC,CA
SCE_PVT_24058,PV,CISC,CA
SCE_PVT_24134,PV,CISC,CA
SCE_PVT_24137,PV,CISC,CA
SCE_PVT_24151,PV,CISC,CA
SCE_PVT_24154,PV,CISC,CA
SCE_PVT_24155,PV,CISC,CA
SCE_PVT_24200,PV,CISC,CA
SCE_PVT_24219,PV,CISC,CA
SCE_PVT_24245,PV,CISC,CA
SCE_PVT_24251,PV,CISC,CA
SCE_PVT_24305,PV,CISC,CA
SCE_PVT_24350,PV,CISC,CA
SCE_PVT_24401,PV,CISC,CA
SCE_PVT_24701,PV,CISC,CA
SCE_PVT_24717,PV,CISC,CA
SCE_PVT_24729,PV,CISC,CA
SCE_PVT_24748,PV,CISC,CA
SCE_PVT_24900,PV,CISC,CA
SCE_PVT_24918,PV,CISC,CA
